tonality,vector_means
3.0,-3590.78125
3.0,-1847.072265625
9.0,-13.117669105529785
1.0,-3083.47216796875
4.0,-2721.01220703125
8.0,-3166.005615234375
8.0,-1948.6588134765625
7.0,-1795.7706298828125
6.0,-939.5111694335938
7.0,-1389.9180908203125
8.0,-1204.3818359375
7.0,-1203.8165283203125
6.0,-1211.370849609375
8.0,-1338.438232421875
8.0,-3878.51025390625
8.0,-3327.776611328125
1.0,-23.52593421936035
9.0,-2685.127197265625
9.0,-2925.8671875
9.0,-3501.197021484375
8.0,-3448.60107421875
3.0,-197.38682556152344
8.0,-1890.2418212890625
7.0,-3483.20849609375
8.0,-2769.485107421875
8.0,-3109.59423828125
5.0,-144.6077880859375
10.0,-163.54505920410156
1.0,-105.06155395507812
10.0,-37.82835388183594
9.0,-1084.7762451171875
6.0,-667.2396240234375
9.0,-194.5417022705078
9.0,-205.29022216796875
10.0,-114.12033081054688
2.0,-116.18597412109375
10.0,-69.14517211914062
10.0,-518.8193969726562
10.0,-292.776611328125
10.0,-257.8186950683594
10.0,-32.18489456176758
2.0,-113.72765350341797
10.0,-241.43185424804688
10.0,-109.02583312988281
10.0,-184.35946655273438
10.0,-347.13836669921875
9.0,-28.124887466430664
5.0,-229.94216918945312
10.0,-40.829532623291016
10.0,-270.15777587890625
10.0,-81.63143920898438
9.0,-322.7761535644531
7.0,-508.49139404296875
4.0,-297.7391662597656
10.0,-80.89789581298828
7.0,-1614.1644287109375
6.0,-1555.1109619140625
8.0,-1639.9615478515625
8.0,-135.8284454345703
9.0,-212.40098571777344
9.0,-2192.959716796875
10.0,-83.86613464355469
8.0,-309.2646789550781
9.0,-1878.0609130859375
8.0,-673.0408325195312
9.0,-2181.346923828125
1.0,-386.81866455078125
4.0,-201.11196899414062
9.0,-157.96188354492188
8.0,-2459.791015625
6.0,-2529.05078125
8.0,-145.39273071289062
4.0,-146.66519165039062
4.0,-459.7493896484375
7.0,-591.7412109375
7.0,-379.84014892578125
5.0,-81.84004974365234
6.0,-2145.41064453125
6.0,-851.8658447265625
6.0,-1191.6639404296875
7.0,-1110.0736083984375
8.0,-1240.243408203125
7.0,-1108.6177978515625
8.0,-2049.0185546875
9.0,-1976.0411376953125
6.0,-1080.7613525390625
8.0,-1307.7716064453125
5.0,-848.2542724609375
8.0,-1079.037109375
8.0,-1071.8548583984375
9.0,-1125.4656982421875
7.0,-1442.3280029296875
9.0,-910.8152465820312
9.0,-729.1663818359375
8.0,-358.5437927246094
9.0,-2412.518310546875
8.0,-382.8623046875
7.0,-1171.3662109375
6.0,-1746.7685546875
8.0,-936.267822265625
7.0,-2470.75244140625
6.0,-1862.057373046875
7.0,-1258.0567626953125
8.0,-1241.30859375
8.0,-1768.9761962890625
6.0,-850.9579467773438
7.0,-988.8643798828125
8.0,-935.2400512695312
8.0,-2220.538818359375
6.0,-878.2061157226562
8.0,-811.407958984375
9.0,-743.8890380859375
7.0,-1023.5455932617188
5.0,-1111.303466796875
9.0,-1854.9273681640625
9.0,-912.23974609375
4.0,-827.27197265625
6.0,-878.7047729492188
6.0,-1061.736572265625
7.0,-1089.70947265625
9.0,-158.2618865966797
8.0,-1408.3975830078125
8.0,-2168.391845703125
8.0,-2504.277099609375
8.0,-1484.1873779296875
8.0,-30.9805908203125
6.0,-273.48956298828125
8.0,-128.56417846679688
7.0,-134.03468322753906
8.0,-286.0475158691406
7.0,-141.31124877929688
8.0,-51.52357482910156
8.0,-130.15841674804688
8.0,-125.62905883789062
7.0,-166.74801635742188
8.0,-205.7260284423828
7.0,-81.75498962402344
8.0,-55.86511993408203
8.0,-93.3093490600586
9.0,-60.99812698364258
7.0,-70.8675765991211
9.0,-138.08473205566406
10.0,-351.1063232421875
2.0,-159.75759887695312
9.0,-126.4922103881836
7.0,-503.1224060058594
1.0,-84.57569885253906
9.0,-46.597171783447266
5.0,-622.9239501953125
10.0,-172.39041137695312
10.0,-329.5822448730469
10.0,-344.0265808105469
10.0,-36.64383316040039
2.0,-501.7355041503906
10.0,-311.0865783691406
10.0,-122.7060546875
9.0,-542.3178100585938
7.0,-102.00324249267578
7.0,-1151.497314453125
8.0,-92.23176574707031
9.0,-3003.59375
5.0,-11.7115478515625
7.0,-3233.58642578125
6.0,-3691.16259765625
7.0,-2230.215087890625
8.0,-1998.8724365234375
8.0,-3572.443115234375
5.0,-2971.663330078125
8.0,-3642.3369140625
6.0,-1814.024658203125
7.0,-2581.70751953125
6.0,-2417.514892578125
8.0,-1721.064208984375
5.0,-2081.116455078125
8.0,-955.2173461914062
9.0,-3114.919189453125
5.0,-1506.488037109375
6.0,-2323.67236328125
4.0,-3366.808837890625
8.0,-3256.7470703125
6.0,-1537.1507568359375
8.0,-4706.40673828125
8.0,-3757.46728515625
8.0,-3191.9130859375
8.0,-4576.72216796875
8.0,-3811.7041015625
9.0,-4500.0966796875
8.0,-1741.4970703125
8.0,-2357.720703125
10.0,-221.30746459960938
8.0,-344.8694763183594
4.0,-1504.3701171875
8.0,-2279.7978515625
4.0,-4270.4794921875
4.0,-1515.174560546875
5.0,-1258.9794921875
8.0,-4296.81787109375
5.0,-1536.140380859375
5.0,-2093.29248046875
8.0,-2354.843994140625
8.0,-2621.2412109375
9.0,-2741.460693359375
6.0,-2396.56982421875
7.0,-2424.66796875
5.0,-2525.05615234375
9.0,-20.04006576538086
9.0,-2793.571533203125
8.0,-1826.595703125
8.0,-2370.818359375
4.0,-2291.724609375
4.0,-2027.16650390625
8.0,-1945.30322265625
7.0,-1727.376708984375
6.0,-2505.4521484375
5.0,-2520.489501953125
4.0,-293.3813781738281
6.0,-276.2176208496094
9.0,-269.9590759277344
8.0,-3599.37451171875
8.0,-1187.50732421875
10.0,-199.0162353515625
10.0,-74.71160888671875
9.0,-722.9142456054688
7.0,-304.2470397949219
7.0,-767.3232421875
8.0,-1250.4853515625
9.0,-1070.217041015625
3.0,-1170.7857666015625
4.0,-1057.1077880859375
7.0,-1146.4749755859375
3.0,-753.990234375
8.0,-1902.2545166015625
9.0,-1869.718505859375
8.0,-1522.2987060546875
7.0,-1509.31396484375
10.0,-197.15711975097656
8.0,-1494.0657958984375
8.0,-1962.638671875
8.0,-4204.6708984375
8.0,-3189.17919921875
8.0,-2359.652587890625
9.0,-94.31591796875
3.0,-26.47600746154785
9.0,-247.86375427246094
6.0,-236.07289123535156
8.0,-3577.01904296875
7.0,-2242.473388671875
7.0,-1046.5240478515625
6.0,-4264.1220703125
2.0,-122.8006591796875
8.0,-46.8631477355957
4.0,-122.66557312011719
7.0,-1738.484619140625
9.0,-209.6383056640625
10.0,-11.802525520324707
6.0,-1535.009765625
4.0,-2395.564208984375
7.0,-986.947265625
5.0,-1313.5950927734375
6.0,-882.4734497070312
7.0,-1201.872314453125
8.0,-2611.037109375
8.0,-1283.620361328125
8.0,-2579.868896484375
6.0,-972.7326049804688
7.0,-2016.307861328125
8.0,-811.1437377929688
8.0,-82.34955596923828
9.0,-60.74590301513672
8.0,-326.2645263671875
9.0,-635.4677124023438
9.0,-252.65980529785156
10.0,-554.136962890625
9.0,-190.39149475097656
10.0,-113.9063949584961
8.0,-46.40617370605469
10.0,-144.20204162597656
4.0,-1455.572998046875
10.0,-305.85626220703125
8.0,-139.31494140625
10.0,-26.696439743041992
4.0,-380.8895568847656
10.0,-168.8966827392578
10.0,-358.046630859375
9.0,-148.99972534179688
8.0,-278.7091369628906
5.0,-1067.9532470703125
8.0,-191.47344970703125
9.0,-170.51040649414062
8.0,-1348.5797119140625
8.0,-970.7222290039062
6.0,-599.9544677734375
5.0,-1414.2608642578125
6.0,-1548.255615234375
4.0,-1755.249267578125
9.0,-355.2326965332031
3.0,-1604.489501953125
6.0,-1415.7508544921875
6.0,-1602.4105224609375
5.0,-1889.6907958984375
7.0,-1210.4384765625
8.0,-547.3695678710938
8.0,-2449.357421875
3.0,-714.8403930664062
3.0,-2712.80419921875
5.0,-2001.7962646484375
9.0,-238.3456268310547
4.0,-879.2443237304688
5.0,-1579.59033203125
5.0,-2213.043212890625
7.0,-798.668701171875
6.0,-1961.414306640625
8.0,-252.29452514648438
6.0,-1264.9013671875
7.0,-1640.5606689453125
3.0,-927.0451049804688
9.0,-3181.91552734375
3.0,-113.92901611328125
3.0,-82.37139129638672
5.0,-1937.7786865234375
8.0,-1926.53515625
6.0,-1932.2244873046875
9.0,-75.07164764404297
8.0,-1673.2208251953125
6.0,-1924.684326171875
6.0,-1918.4781494140625
4.0,-3890.4658203125
5.0,-1806.6944580078125
7.0,-3537.3359375
2.0,-1769.6085205078125
10.0,-1382.53857421875
9.0,-263.74755859375
5.0,-1629.4539794921875
6.0,-2416.3857421875
8.0,-708.8469848632812
4.0,-4130.48388671875
6.0,-1038.3404541015625
9.0,-40.556907653808594
6.0,-1474.04541015625
6.0,-808.3302001953125
7.0,-3570.716064453125
6.0,-1515.8349609375
4.0,-1653.515625
6.0,-1973.8822021484375
6.0,-3498.510009765625
8.0,-476.0346374511719
3.0,-100.05142211914062
4.0,-227.74996948242188
9.0,-339.19866943359375
8.0,-250.26492309570312
6.0,-2409.237060546875
6.0,-2187.27880859375
7.0,-2547.886962890625
10.0,-576.603759765625
4.0,-1873.69384765625
10.0,-28.926639556884766
8.0,-160.2982940673828
5.0,-2008.89013671875
4.0,-621.8310546875
2.0,-455.58355712890625
9.0,-394.53802490234375
10.0,-439.2947082519531
8.0,-602.7506713867188
10.0,-815.8123168945312
8.0,-329.9157409667969
5.0,-357.5846862792969
10.0,-66.94305419921875
10.0,-119.2001724243164
10.0,-497.8204650878906
8.0,-223.4165496826172
7.0,-532.2979736328125
10.0,-248.29518127441406
9.0,-401.1889343261719
5.0,-184.73648071289062
8.0,-483.6191101074219
4.0,-150.58273315429688
10.0,-273.1156005859375
7.0,-59.987422943115234
8.0,-169.90597534179688
10.0,-71.73753356933594
10.0,-65.27701568603516
10.0,-73.06792449951172
10.0,-144.24317932128906
10.0,-92.13774871826172
10.0,-162.88790893554688
10.0,-391.0394592285156
2.0,-36.24910354614258
9.0,-363.6535339355469
5.0,-280.4239501953125
10.0,-144.73020935058594
3.0,-418.57928466796875
9.0,-140.15386962890625
7.0,-756.1124877929688
4.0,-839.9008178710938
7.0,-94.5865249633789
4.0,-355.1383056640625
8.0,-337.5862121582031
6.0,-2361.5029296875
8.0,-265.5225524902344
10.0,-29.4243221282959
9.0,-1325.271240234375
10.0,-7.139085292816162
10.0,-357.9818115234375
4.0,-253.1119384765625
10.0,-732.4144897460938
10.0,-27.514455795288086
8.0,-164.88206481933594
7.0,-347.09100341796875
10.0,-50.9150276184082
10.0,-43.30220031738281
10.0,-437.21783447265625
9.0,-109.82392120361328
9.0,-14.785035133361816
10.0,-148.8350830078125
10.0,-135.53526306152344
5.0,-1047.8282470703125
10.0,-219.01425170898438
9.0,-187.6422119140625
4.0,-380.7431335449219
8.0,-477.4229736328125
8.0,-655.421630859375
9.0,-417.31378173828125
8.0,-402.7418212890625
6.0,-255.35658264160156
9.0,-261.52899169921875
2.0,-217.66928100585938
10.0,-320.1661682128906
3.0,-153.41171264648438
10.0,-139.19737243652344
1.0,-15.78366470336914
9.0,-492.5555725097656
9.0,-257.5469970703125
10.0,-36.0738410949707
10.0,-316.5732727050781
8.0,-229.55882263183594
10.0,-228.75485229492188
9.0,-493.86077880859375
4.0,-288.10546875
8.0,-84.60530853271484
9.0,-73.2923812866211
10.0,-83.20287322998047
6.0,-128.5919952392578
7.0,-304.4726867675781
3.0,-107.18914031982422
10.0,-173.21685791015625
9.0,-198.755126953125
9.0,-191.564697265625
8.0,-177.9051971435547
4.0,-60.433387756347656
7.0,-91.8988037109375
7.0,-70.93106842041016
9.0,-152.74969482421875
5.0,-105.22081756591797
9.0,-67.34302520751953
9.0,-277.3441467285156
9.0,-112.57649230957031
9.0,-180.23045349121094
4.0,-138.86810302734375
9.0,-28.92242431640625
9.0,-122.505615234375
7.0,-69.56969451904297
8.0,-21.876218795776367
9.0,-207.80653381347656
10.0,-64.96478271484375
10.0,-142.96804809570312
8.0,-69.68191528320312
1.0,-1751.3397216796875
9.0,-589.33447265625
8.0,-212.16839599609375
8.0,-151.19735717773438
10.0,-85.60798645019531
10.0,-128.7417755126953
9.0,-206.47601318359375
6.0,-125.20492553710938
9.0,-359.3479919433594
10.0,-166.4291534423828
9.0,-227.50698852539062
10.0,-113.04595184326172
5.0,-115.1513442993164
10.0,-197.99630737304688
9.0,-130.2892303466797
10.0,-326.95489501953125
10.0,-167.6693115234375
9.0,-321.4981994628906
10.0,-95.135986328125
10.0,-15.169572830200195
8.0,-814.0482788085938
8.0,-74.08332824707031
7.0,-127.59638977050781
9.0,-184.82504272460938
9.0,-103.62600708007812
7.0,-7.4801411628723145
9.0,-468.1005554199219
10.0,-843.4547729492188
10.0,-56.03228759765625
10.0,-420.21832275390625
10.0,-68.7409439086914
9.0,-656.169677734375
8.0,-101.90532684326172
10.0,-167.044921875
10.0,-254.74777221679688
10.0,-30.92422866821289
10.0,-244.53456115722656
4.0,-117.59435272216797
9.0,-383.6110534667969
5.0,-4151.00634765625
4.0,-310.97296142578125
3.0,-949.970947265625
7.0,-287.8726806640625
8.0,-202.15115356445312
9.0,-287.192626953125
10.0,-80.400634765625
8.0,-505.3327941894531
8.0,-90.73900604248047
8.0,-46.47854232788086
8.0,-454.586669921875
9.0,-817.9691772460938
8.0,-639.1130981445312
9.0,-467.1144714355469
10.0,-915.86376953125
8.0,-259.4219970703125
8.0,-39.44221115112305
8.0,-61.53801727294922
1.0,-787.588134765625
10.0,-20.540374755859375
5.0,-144.7191619873047
8.0,-622.6719360351562
10.0,-317.64617919921875
9.0,-64.37203979492188
4.0,-330.0911560058594
10.0,-238.63079833984375
3.0,-581.2423095703125
10.0,-197.86636352539062
10.0,-517.5436401367188
10.0,-358.6044616699219
10.0,-549.5386962890625
9.0,-601.4096069335938
10.0,-1029.8367919921875
10.0,-788.86572265625
10.0,-940.044189453125
9.0,-67.26093292236328
9.0,-179.8924560546875
10.0,-569.2861328125
10.0,-110.85821533203125
10.0,-201.65016174316406
10.0,-166.87596130371094
10.0,-79.14942932128906
3.0,-64.83634948730469
9.0,-302.1637878417969
9.0,-158.949951171875
6.0,-66.08683776855469
10.0,-208.46971130371094
10.0,-63.050880432128906
3.0,-334.99688720703125
5.0,-310.9631042480469
10.0,-599.2205200195312
10.0,-912.6263427734375
8.0,-109.03268432617188
6.0,-803.43310546875
9.0,-213.76454162597656
9.0,-72.77530670166016
10.0,-107.61676788330078
8.0,-243.20530700683594
9.0,-178.9145965576172
8.0,-137.4839324951172
8.0,-195.7242889404297
10.0,-26.321212768554688
8.0,-347.26605224609375
9.0,-169.95103454589844
9.0,-277.4555969238281
8.0,-303.6803894042969
8.0,-67.23623657226562
8.0,-123.65946197509766
8.0,-167.68186950683594
4.0,-149.05194091796875
8.0,-580.3765258789062
10.0,-1529.0379638671875
10.0,-75.25558471679688
10.0,-290.3686828613281
10.0,-335.0697021484375
5.0,-486.7388610839844
8.0,-142.3603057861328
9.0,-265.25628662109375
10.0,-145.83226013183594
10.0,-302.4064636230469
8.0,-248.53317260742188
8.0,-147.3220672607422
10.0,-81.40644073486328
8.0,-635.3660278320312
10.0,-58.069576263427734
9.0,-456.322509765625
7.0,-220.40977478027344
10.0,-528.0634155273438
9.0,-594.2338256835938
8.0,-539.689208984375
10.0,-494.34759521484375
2.0,-1243.6993408203125
8.0,-267.7493591308594
5.0,-117.3194808959961
7.0,-86.16071319580078
9.0,-324.44647216796875
10.0,-593.7453002929688
10.0,-229.12335205078125
6.0,-337.57952880859375
10.0,-137.2547149658203
8.0,-101.18838500976562
10.0,-149.1334991455078
10.0,-183.9590606689453
9.0,-193.0225372314453
9.0,-172.48849487304688
9.0,-17.33430290222168
9.0,-76.50004577636719
8.0,-232.92405700683594
8.0,-235.6874237060547
8.0,-272.5634460449219
5.0,-1021.7733764648438
5.0,-203.40391540527344
8.0,-96.94779205322266
8.0,-265.54339599609375
9.0,-154.2142791748047
10.0,-132.45606994628906
9.0,-96.72232818603516
9.0,-176.78823852539062
8.0,-159.4322967529297
8.0,-178.1502227783203
9.0,-67.06343078613281
8.0,-531.2261352539062
5.0,-194.49325561523438
10.0,-425.78643798828125
10.0,-279.8837890625
7.0,-169.3077392578125
10.0,-1139.010986328125
8.0,-332.8370056152344
5.0,-109.1370620727539
10.0,-207.39891052246094
9.0,-148.49371337890625
4.0,-146.695068359375
8.0,-449.3463134765625
10.0,-608.6528930664062
10.0,-68.92891693115234
6.0,-111.2595443725586
7.0,-337.29803466796875
9.0,-231.89576721191406
7.0,-56.940185546875
9.0,-146.8636474609375
8.0,-126.22427368164062
8.0,-102.60511016845703
8.0,-199.8406982421875
8.0,-259.5845031738281
10.0,-239.2000732421875
3.0,-208.76100158691406
10.0,-76.48101043701172
6.0,-121.04070281982422
7.0,-95.69718933105469
10.0,-216.388427734375
10.0,-82.2276840209961
10.0,-149.70901489257812
10.0,-198.12196350097656
10.0,-147.70823669433594
10.0,-98.7230224609375
10.0,-182.4918212890625
10.0,-53.624935150146484
10.0,-103.10482025146484
10.0,-49.37543869018555
9.0,-160.97950744628906
6.0,-518.9326171875
10.0,-420.092529296875
8.0,-184.49227905273438
10.0,-368.6845397949219
9.0,-256.33428955078125
6.0,-271.2229919433594
8.0,-210.89234924316406
10.0,-58.83515167236328
10.0,-457.7441101074219
10.0,-106.4012451171875
9.0,-61.65571975708008
10.0,-102.1628646850586
8.0,-135.01443481445312
9.0,-93.26929473876953
7.0,-145.09652709960938
6.0,-106.84909057617188
7.0,-243.83773803710938
9.0,-60.56864547729492
9.0,-198.40489196777344
7.0,-298.0528564453125
10.0,-32.34632873535156
6.0,-95.98551177978516
9.0,-139.7851104736328
8.0,-53.777530670166016
9.0,-531.33251953125
5.0,-1086.9552001953125
8.0,-481.10205078125
8.0,-168.06015014648438
10.0,-406.4305114746094
10.0,-45.60901641845703
9.0,-54.43025588989258
9.0,-1050.37939453125
10.0,-189.96717834472656
9.0,-237.49729919433594
8.0,-58.320762634277344
8.0,-47.55902862548828
10.0,-85.51948547363281
8.0,-205.53932189941406
10.0,-161.0591583251953
8.0,-169.29090881347656
8.0,-124.76624298095703
4.0,-89.74522399902344
7.0,-123.696044921875
10.0,-573.2317504882812
8.0,-113.21954345703125
3.0,-586.8385620117188
9.0,-15.210058212280273
10.0,-379.25616455078125
10.0,-1260.753173828125
4.0,-200.77493286132812
1.0,-912.7440795898438
10.0,-264.0196228027344
8.0,-513.3722534179688
9.0,-359.18133544921875
8.0,-1105.85791015625
7.0,-310.5555114746094
5.0,-47.594051361083984
7.0,-141.3854522705078
7.0,-483.20062255859375
8.0,-238.48309326171875
5.0,-427.4845275878906
9.0,-298.3599853515625
4.0,-129.12857055664062
10.0,-44.327781677246094
9.0,-267.64166259765625
9.0,-308.0097351074219
10.0,-458.4967956542969
8.0,-91.72246551513672
9.0,-324.61492919921875
9.0,-103.57237243652344
2.0,-453.45452880859375
10.0,-231.5442657470703
5.0,-49.265167236328125
3.0,-233.2496337890625
9.0,-233.6548309326172
5.0,-180.4591064453125
10.0,-104.00740814208984
6.0,-118.322021484375
9.0,-146.98609924316406
9.0,-1187.255126953125
10.0,-708.56298828125
10.0,-214.63174438476562
9.0,-44.35725784301758
9.0,-68.24284362792969
10.0,-75.21729278564453
9.0,-287.7154235839844
10.0,-43.42880630493164
7.0,-441.752685546875
9.0,-293.75018310546875
10.0,-251.26800537109375
10.0,-197.11199951171875
10.0,-207.45098876953125
10.0,-24.637744903564453
9.0,-331.73974609375
10.0,-385.7655029296875
10.0,-622.0887451171875
8.0,-209.6577606201172
9.0,-472.16656494140625
10.0,-549.84423828125
8.0,-406.6750183105469
9.0,-499.72637939453125
9.0,-310.0696105957031
10.0,-100.6539077758789
10.0,-818.7393798828125
10.0,-555.4799194335938
10.0,-83.48570251464844
9.0,-288.83111572265625
8.0,-117.9181900024414
7.0,-445.9281005859375
10.0,-354.57952880859375
10.0,-211.3464813232422
10.0,-297.5362243652344
8.0,-59.294246673583984
8.0,-36.66667556762695
9.0,-69.19276428222656
9.0,-196.81956481933594
8.0,-386.7369384765625
10.0,-223.4306640625
9.0,-32.06929016113281
7.0,-377.61248779296875
9.0,-510.35546875
10.0,-1329.33740234375
10.0,-870.1670532226562
9.0,-608.4805297851562
9.0,-680.3631591796875
8.0,-804.1495361328125
4.0,-527.362060546875
10.0,-655.9788818359375
9.0,-131.92922973632812
10.0,-303.0758056640625
8.0,-54.24098587036133
10.0,-831.3600463867188
7.0,-991.0339965820312
10.0,-514.3334350585938
8.0,-168.792236328125
9.0,-263.7694091796875
5.0,-170.59136962890625
9.0,-201.78758239746094
10.0,-282.3584289550781
2.0,-621.6865234375
10.0,-740.8032836914062
5.0,-273.97369384765625
10.0,-465.8772277832031
9.0,-425.23681640625
10.0,-448.4825134277344
10.0,-273.9146423339844
1.0,-466.2271423339844
3.0,-460.357177734375
5.0,-351.852783203125
6.0,-387.449462890625
10.0,-471.4896545410156
7.0,-200.2002410888672
10.0,-534.8755493164062
1.0,-307.1817321777344
1.0,-469.4772033691406
1.0,-280.1806945800781
1.0,-225.55116271972656
10.0,-222.2290496826172
10.0,-231.2343292236328
10.0,-473.0030517578125
10.0,-466.72174072265625
10.0,-301.4703369140625
10.0,-394.7884826660156
10.0,-187.83316040039062
7.0,-22.133363723754883
6.0,-248.79464721679688
9.0,-248.88973999023438
9.0,-75.88900756835938
10.0,-557.8176879882812
9.0,-209.5255584716797
5.0,-513.479736328125
3.0,-247.85983276367188
8.0,-250.41477966308594
9.0,-101.89797973632812
9.0,-89.48008728027344
10.0,-197.45748901367188
7.0,-471.4066162109375
6.0,-14.289402961730957
3.0,-145.480224609375
7.0,-350.82989501953125
8.0,-225.31700134277344
7.0,-462.5097961425781
7.0,-309.7893981933594
9.0,-143.86184692382812
5.0,-828.6912841796875
8.0,-73.50874328613281
2.0,-120.83789825439453
10.0,-160.24620056152344
6.0,-617.1362915039062
4.0,-63.634159088134766
2.0,-618.5494384765625
9.0,-262.92572021484375
10.0,-635.8877563476562
6.0,-58.28845977783203
9.0,-162.41050720214844
8.0,-276.4374084472656
9.0,-381.39154052734375
9.0,-469.1282653808594
7.0,-405.3494873046875
8.0,-821.6085205078125
10.0,-64.96751403808594
8.0,-511.321044921875
9.0,-176.5871124267578
10.0,-118.38087463378906
6.0,-162.34617614746094
9.0,-284.6202697753906
5.0,-250.10891723632812
8.0,-438.6231689453125
10.0,-19.960952758789062
10.0,-119.70740509033203
10.0,-64.29035949707031
10.0,-100.28919982910156
10.0,-21.11216926574707
8.0,-159.26365661621094
9.0,-147.15504455566406
9.0,-180.509033203125
10.0,-323.9412536621094
7.0,-38.5815315246582
10.0,-1134.00244140625
4.0,-226.98104858398438
9.0,-553.9955444335938
8.0,-103.03900909423828
5.0,-135.35179138183594
10.0,-150.86245727539062
10.0,-325.8460693359375
9.0,-80.30302429199219
9.0,-62.517608642578125
10.0,-121.29113006591797
10.0,-79.99996185302734
3.0,-35.426448822021484
6.0,-61.80767059326172
10.0,-578.8029174804688
9.0,-406.35906982421875
8.0,-401.60125732421875
9.0,-1118.9332275390625
9.0,-248.4224395751953
5.0,-94.0795669555664
10.0,-372.7079772949219
9.0,-291.1174621582031
10.0,-290.4228210449219
8.0,-24.01925277709961
10.0,-205.0272216796875
9.0,-298.3227233886719
10.0,-7.089057445526123
9.0,-198.88449096679688
10.0,-187.6837158203125
7.0,-116.45201110839844
10.0,-256.29705810546875
5.0,-99.63307189941406
7.0,-355.5573425292969
10.0,-163.0106964111328
10.0,-178.08070373535156
10.0,-267.5081787109375
1.0,-145.6357421875
9.0,-384.5526428222656
9.0,-185.91305541992188
9.0,-45.9864387512207
10.0,-113.97905731201172
9.0,-140.45413208007812
5.0,-524.4456787109375
9.0,-89.78057098388672
9.0,-67.88011932373047
8.0,-52.93686294555664
7.0,-154.45680236816406
9.0,-46.74909591674805
10.0,-65.30240631103516
6.0,-176.1415557861328
10.0,-276.8231506347656
9.0,-99.01370239257812
8.0,-113.78794860839844
8.0,-472.63836669921875
10.0,-455.24932861328125
9.0,-110.69353485107422
10.0,-726.1647338867188
2.0,-148.4611358642578
10.0,-179.2865753173828
8.0,-92.18978881835938
5.0,-190.5565948486328
9.0,-83.87391662597656
3.0,-213.90969848632812
10.0,-30.376970291137695
10.0,-33.426090240478516
8.0,-234.1468048095703
10.0,-255.21559143066406
9.0,-183.954833984375
9.0,-256.0189514160156
4.0,-277.58502197265625
10.0,-299.5478820800781
10.0,-129.39231872558594
7.0,-98.70840454101562
10.0,-306.0285949707031
10.0,-2676.732177734375
9.0,-1076.572509765625
5.0,-1597.1787109375
10.0,-512.3816528320312
8.0,-203.10035705566406
8.0,-57.41718673706055
9.0,-309.02130126953125
10.0,-423.95849609375
10.0,-390.682861328125
6.0,-274.57867431640625
9.0,-381.1266174316406
8.0,-278.2783203125
10.0,-287.2379455566406
8.0,-81.96549224853516
10.0,-546.9832763671875
10.0,-400.29229736328125
9.0,-59.415931701660156
9.0,-857.3862915039062
8.0,-81.38777160644531
9.0,-71.01255798339844
9.0,-201.10122680664062
10.0,-61.700599670410156
5.0,-66.75516510009766
2.0,-79.0604476928711
8.0,-347.4453125
10.0,-201.4749298095703
10.0,-285.2882385253906
9.0,-640.0867309570312
9.0,-126.93354034423828
5.0,-3615.280517578125
10.0,-126.3228530883789
5.0,-909.40283203125
9.0,-85.15059661865234
3.0,-312.49951171875
10.0,-488.2546081542969
8.0,-204.5737762451172
10.0,-1264.226318359375
10.0,-594.9545288085938
10.0,-983.50830078125
10.0,-547.44873046875
3.0,-61.560386657714844
10.0,-184.1668243408203
9.0,-67.83181762695312
9.0,-441.0945129394531
10.0,-68.69781494140625
8.0,-124.36531066894531
9.0,-62.95330810546875
7.0,-402.9576416015625
3.0,-431.1749572753906
5.0,-400.1897888183594
1.0,-314.2831726074219
9.0,-43.607994079589844
9.0,-212.52699279785156
8.0,-399.56787109375
8.0,-490.2879638671875
10.0,-70.95667266845703
10.0,-46.28166198730469
9.0,-67.23323822021484
10.0,-132.92420959472656
7.0,-257.31982421875
7.0,-63.139713287353516
7.0,-944.3792114257812
10.0,-335.2713928222656
6.0,-95.82334899902344
10.0,-172.39749145507812
8.0,-300.2173156738281
9.0,-146.4652862548828
9.0,-42.46839141845703
1.0,-171.3768310546875
7.0,-88.83153533935547
9.0,-237.34873962402344
10.0,-550.8311157226562
9.0,-33.45546340942383
9.0,-93.23638153076172
9.0,-160.3661346435547
8.0,-216.1024627685547
5.0,-313.63482666015625
6.0,-319.9773254394531
8.0,-448.9734802246094
9.0,-238.3641357421875
10.0,-286.8514404296875
3.0,-894.6930541992188
9.0,-200.50439453125
9.0,-427.939208984375
9.0,-55.83930969238281
9.0,-308.8487854003906
10.0,-181.2441864013672
9.0,-120.63886260986328
9.0,-167.02565002441406
10.0,-487.4825134277344
6.0,-59.595394134521484
8.0,-461.0720520019531
8.0,-173.03392028808594
5.0,-228.0681610107422
6.0,-813.6009521484375
8.0,-72.87592315673828
7.0,-28.446115493774414
5.0,-1524.20361328125
10.0,-218.3984375
5.0,-49.4439811706543
9.0,-130.1486358642578
10.0,-182.1744384765625
10.0,-168.97012329101562
10.0,-348.5701599121094
10.0,-84.26245880126953
10.0,-206.84678649902344
10.0,-68.84964752197266
3.0,-33.36393356323242
6.0,-593.9112548828125
10.0,-1287.7008056640625
7.0,-34.590755462646484
10.0,-158.7578582763672
9.0,-64.66410827636719
8.0,-201.42076110839844
7.0,-85.50084686279297
9.0,-491.30059814453125
10.0,-66.7996597290039
10.0,-643.1932983398438
8.0,-18.513813018798828
6.0,-200.71710205078125
9.0,-103.4874496459961
9.0,-55.23039245605469
8.0,-197.01425170898438
10.0,-231.85011291503906
